大專院校名稱,補助計畫摘要,補助計畫,補助經費
國立台灣大學,109年度「生醫產業與新農業跨領域人才培育計畫」-A類「生醫產業與新農業學產研鏈結人才培育計畫」 07--403010,資訊與科技教育行政及督導,2220000
國立中山大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1815000
國立臺灣海洋大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,2000000
國立屏東科技大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1700000
國立台灣大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1900000
國立澎湖科技大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1900000
國立嘉義大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1500000
國立金門大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1450000
國立虎尾科技大學,智慧製造跨校跨域教學策略聯盟計畫 07--403010,資訊與科技教育行政及督導,750000
國立成功大學,智慧製造跨校跨域教學策略聯盟計畫 07--403010,資訊與科技教育行政及督導,3115000
國立臺灣科技大學,智慧製造跨校跨域教學策略聯盟計畫 07--403010,資訊與科技教育行政及督導,3170000
國立臺灣師範大學,智慧製造跨校跨域教學策略聯盟計畫 07--403010,資訊與科技教育行政及督導,708000
國立成功大學,補助辦理109年度國立成功大學「環境資源研究管理中心」營運服務工作 01--403010,資訊與科技教育行政及督導,15000000
國立臺北教育大學,109年度高級中等以下學校教師在職進修專長增能學分班經費補助案 05--403010,師資培育與藝術教育行政及督導,80000
國立臺中教育大學,109年度高級中等以下學校教師在職進修專長增能學分班經費補助案 05--403010,師資培育與藝術教育行政及督導,810000
國立屏東大學,109年度高級中等以下學校教師在職進修專長增能學分班經費補助案 05--403010,師資培育與藝術教育行政及督導,540000
國立臺南大學,109年度高級中等以下學校教師在職進修專長增能學分班經費補助案 05--403010,師資培育與藝術教育行政及督導,270000
國立雲林科技大學,109年度大專校院僑生輔導實施計畫補助經費案 05--403010,國際及兩岸教育交流,218200
國立臺北科技大學,109年補助技專校院推動學生參加國際性技藝能競賽計畫 01--403010,技術職業教育行政及督導,1200000
國立東華大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者之人事費 04--403010,高等教育行政及督導,1050000
國立臺北教育大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者之人事費 04--403010,高等教育行政及督導,457906
國立政治大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者之人事費 04--403010,高等教育行政及督導,928010
國立臺南大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者之人事費 04--403010,高等教育行政及督導,75000
國立臺中教育大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者之人事費 04--403010,高等教育行政及督導,150000
國立高雄大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者之人事費 04--403010,高等教育行政及督導,300000
國立台灣大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者之人事費 04--403010,高等教育行政及督導,6450000
國立中興大學,大專校院(一般大學)辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者之人事費 04--403010,高等教育行政及督導,1125000
國立臺中教育大學,109年度補助公立大專校院學生事務與輔導工作特色主題計畫 01--403010,學生事務與特殊教育行政及督導,108800
國立清華大學,109年度補助公立大專校院學生事務與輔導工作特色主題計畫 01--403010,學生事務與特殊教育行政及督導,240000
國立中正大學,109年度補助公立大專校院學生事務與輔導工作特色主題計畫 01--403010,學生事務與特殊教育行政及督導,187426
國立高雄師範大學,部分補助大專校院及民間團體辦理「109年教育優先區中小學生寒假營隊活動」 01--403010,學生事務與特殊教育行政及督導,92202
國立中興大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,4300000
國立清華大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,4800000
國立成功大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,2300000
國立陽明大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,2100000
國立高雄師範大學,國立高雄師範大學108年生活科技科教師增能學分班及「特殊教育資賦優異學分班」申請補助花東離島地區學員交通費等 05--403010,師資培育與藝術教育行政及督導,117807
國立臺灣師範大學,109年度領域教學研究中心設置計畫 03--403010,師資培育與藝術教育行政及督導,900000
國立高雄師範大學,109年度高級中等以下學校教師在職進修專長增能學分班經費補助案 05--403010,師資培育與藝術教育行政及督導,225000
國立中興大學,109年度高級中等以下學校教師在職進修專長增能學分班經費補助案 05--403010,師資培育與藝術教育行政及督導,90000
國立成功大學,同意全額補助辦理「109年度智慧創新跨領域人才培育計畫」推動中心計畫 07--403010,資訊與科技教育行政及督導,2700000
國立臺南大學,全額補助辦理潔能系統整合與應用人才培育計畫108-109資源中心計畫第2期款 07--403010,資訊與科技教育行政及督導,4000000
國立中央大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,2100000
國立成功大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1650000
國立宜蘭大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,2000000
國立臺灣海洋大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1800000
國立清華大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1700000
國立中興大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,2000000
國立臺灣海洋大學,109年度高級中等以下學校教師在職進修專長增能學分班經費補助案 05--403010,師資培育與藝術教育行政及督導,90000
國立臺東大學,109年度高級中等以下學校教師在職進修專長增能學分班經費補助案 05--403010,師資培育與藝術教育行政及督導,84395
國立臺中教育大學,109年度領域教學研究中心設置計畫 03--403010,師資培育與藝術教育行政及督導,720000
國立臺北商業大學,109年度教育部補助大專校院辦理自殺防治守門人培訓計畫 03--403010,學生事務與特殊教育行政及督導,29700
國立宜蘭大學,109年度教育部補助大專校院辦理自殺防治守門人培訓計畫 03--403010,學生事務與特殊教育行政及督導,29997
國立高雄大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--403010,學生事務與特殊教育行政及督導,86015
國立屏東大學,109年度補助公立大專校院學生事務與輔導工作特色主題計畫 01--403010,學生事務與特殊教育行政及督導,180000
國立虎尾科技大學,109年度補助公立大專校院學生事務與輔導工作特色主題計畫 01--403010,學生事務與特殊教育行政及督導,270000
國立聯合大學,109年度補助公立大專校院學生事務與輔導工作特色主題計畫 01--403010,學生事務與特殊教育行政及督導,210000
國立屏東大學,108學年度補助師資培育大學辦理精進師資素質及特色發展計畫-撥付第2期款 03--403010,師資培育與藝術教育行政及督導,2080000
國立中山大學,補助109年菲律賓臺灣教育中心計畫第1期款 05--403010,國際及兩岸教育交流,1505000
國立台灣大學,補助學108學年度第2學期僑生學業輔導經費 05--403010,國際及兩岸教育交流,170598
國立臺北護理健康大學,109年度補助技專校院辦理教學助理勞保費、健保費、勞退費及衍生增加進用身心障礙者與原住民之人事費用所需經費 04--405005,技術職業教育行政及督導,225000
國立嘉義大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--403010,師資培育與藝術教育行政及督導,2336400
國立高雄科技大學,109年度生醫產業與新農業跨領域人才培育計畫A類夥伴學校、B類計畫及推動總中心計畫經費 07--403010,資訊與科技教育行政及督導,1900000
