大專院校名稱,補助計畫摘要,補助計畫,補助經費
財團法人景文科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,29936
輔仁大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,55000
文藻學校財團法人文藻外語大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,13000
朝陽科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,48000
中臺科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,189400
淡江大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,131000
樹德科技大學,全額補助樹德科技大學辦理大專院校身心障礙學生轉銜輔導工作試辦計畫109年至110年身心障礙學生生涯轉銜輔導培力 06--404505,學生事務與特殊教育行政及督導,637733
臺灣觀光學院,108學年度下學期發展與改進原住民技職教育計畫 01--404505,技術職業教育行政及督導,719000
樹德科技大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,50000
樹德科技大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,450000
逢甲大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,920000
逢甲大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,200000
亞洲大學,109年度大專校院僑生輔導實施計畫補助經費案 05--404505,國際及兩岸教育交流,58320
慈惠醫護管理專科學校,補助108學年度下學期發展與改進原住民技職教育計畫 01--404505,技術職業教育行政及督導,819000
正修科技大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」-正修 07--404505,資訊與科技教育行政及督導,270000
正修科技大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」-正修 07--404505,資訊與科技教育行政及督導,80000
長榮大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,300000
長榮大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,960000
崑山科技大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,640000
大葉大學,補助大專校院辦理情感教育課程與教學相關活動計畫(計25案) 03--404505,學生事務與特殊教育行政及督導,50000
臺北醫學大學,臺北醫學大學辦理「109年大專校院防制學生藥物濫用服務學習模式」方案-拒毒萌芽反毒教育宣導活動計畫 04--404505,學生事務與特殊教育行政及督導,32044
康寧學校財團法人康寧大學,本部109年度補助大專校院聘用專業輔導人員（具諮商心理師、臨床心理師或社會工作師證照者）計畫之經費補助案 03--404505,學生事務與特殊教育行政及督導,600600
致理學校財團法人致理科技大學,補助致理科技大學辦理109年度致生涯-理未來大專校院推動身心障礙學生生涯轉銜輔導試辦計畫 06--404505,學生事務與特殊教育行政及督導,709610
環球學校財團法人環球科技大學(原環球科技大學104.11.24更名),部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,268608
亞東技術學院,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,10000
台南應用科技大學(原台南科技大學991001更名),補助大專校院辦理情感教育課程與教學相關活動計畫(計25案) 03--404505,學生事務與特殊教育行政及督導,99000
東南科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,62858
亞洲大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,12000
淡江大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」-淡江 07--404505,資訊與科技教育行政及督導,19728
淡江大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」-淡江 07--404505,資訊與科技教育行政及督導,201069
大華學校財團法人大華科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,119000
朝陽科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,100000
建國科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,70000
大華學校財團法人大華科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,51000
建國科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,30000
弘光科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,245000
世新大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,119000
正修科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,170000
健行學校財團法人健行科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,150000
大仁科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,81833
弘光科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,105000
世新大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,51000
台北海洋科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,264000
高雄醫學大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,140000
台北海洋科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,36000
財團法人輔英科技大學,補助108學年度下學期發展與改進原住民技職教育計畫 01--404505,技術職業教育行政及督導,263000
東南科技大學,補助109年度技專校院辦理「設立選才專案辦公室計畫」 01--404505,技術職業教育行政及督導,1699418
仁德醫護管理專科學校,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,60000
逢甲大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」逢甲、大仁 07--404505,資訊與科技教育行政及督導,60000
逢甲大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」逢甲、大仁 07--404505,資訊與科技教育行政及督導,347719
大仁科技大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」逢甲、大仁 07--404505,資訊與科技教育行政及督導,280000
中原大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,1620000
淡江大學,補助109年日本臺灣教中心計畫第1期款 05--404505,國際及兩岸教育交流,1680000
樹德科技大學,補助108學年度下學期發展與改進原住民技職教育計畫 01--404505,技術職業教育行政及督導,705000
中華醫事科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,170000
城市學校財團法人臺北城市科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,100000
龍華科技大學,(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,132000
致理學校財團法人致理科技大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,1260000
南臺科技大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,340000
文藻學校財團法人文藻外語大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,335000
中原大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,709650
南華大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,200000
臺北醫學大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,200000
南臺科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,119000
財團法人台灣首府大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,39753
南臺科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,51000
慈濟學校財團法人慈濟科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,170000
南開科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,150000
黎明技術學院,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,150000
東海大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,150000
長榮大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,250000
佛光大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,130000
亞洲大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,100000
光宇學校財團法人元培醫事科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,100000
佛光大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,40000
逢甲大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,132000
玄奘大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,150000
逢甲大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,38000
玄奘大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,10000
敏惠醫護管理專科學校,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,120000
財團法人景文科技大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,170000
中信學校財團法人中信金融管理學院(原興國管理學院),109年度大專校院健康促進學校計畫補助 03--404505,一般行政,125000
敏惠醫護管理專科學校,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,50000
佛光大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,5000
中國科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,13960
健行學校財團法人健行科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,60000
東海大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,240000
中國文化大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,222104
逢甲大學,全額補助逢甲大學辦理大專校院推動身心障礙學生生涯轉銜輔導第二階段試辦計畫109-110年身心障礙學生生涯銜接 06--404505,學生事務與特殊教育行政及督導,619713
中國科技大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,380000
中國科技大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,70000
中山醫學大學,部分補助辦理108第1期人文社會與科技前瞻人才培育計畫經費(撥2期款)-中山醫大A74 07--404505,資訊與科技教育行政及督導,968034
財團法人私立淡江大學(本部委辦私立高中以上軍訓及護理教師待遇經費),淡江大學辦理國教署軍訓教官高O菁中校等7員申請強制休假補助費 08--404505,私立學校教學獎助,112000
台南應用科技大學(原台南科技大學991001更名),補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,468000
和春技術學院,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1573909
中華醫事科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3600000
亞東技術學院,109年度部分補助私立大專校院教官遇缺遞補學輔人力案第1期 08--404505,私立學校教學獎助,2880000
美和學校財團法人美和科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2342520
大華學校財團法人大華科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1712178
修平學校財團法人修平科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1185071
醒吾學校財團法人醒吾科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,5448000
僑光科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3600000
文藻學校財團法人文藻外語大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3522293
仁德醫護管理專科學校,補助108學年度下學期發展與改進原住民技職教育計畫 01--404505,技術職業教育行政及督導,351000
醒吾學校財團法人醒吾科技大學,全額補助醒吾科技大學辦理109年度大專校院推動身心障礙學生生涯轉銜輔導試辦計畫案 06--404505,學生事務與特殊教育行政及督導,1462679
逢甲大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」-逢甲 07--404505,資訊與科技教育行政及督導,340000
逢甲大學,教育部部分補助108年度「數位人文社會科學教學創新計畫」-逢甲 07--404505,資訊與科技教育行政及督導,40000
輔仁大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,870000
東海大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,340000
銘傳大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,119000
慈惠醫護管理專科學校,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,100000
銘傳大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,51000
環球學校財團法人環球科技大學(原環球科技大學104.11.24更名),(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,240900
中原大學,(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,231000
大葉大學,(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,132000
蘭陽技術學院,(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,313500
大仁科技大學,補助108學年度下學期發展與改進原住民技職教育計畫 01--404505,技術職業教育行政及督導,541000
健行學校財團法人健行科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2415420
東海大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3570630
南亞技術學院（原桃園創新技術學院）,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1947270
中華大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2293985
東方設計大學(原東方設計學院),109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1782463
玄奘大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2400000
華梵大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1582312
遠東科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3600000
嘉藥學校財團法人嘉南藥理大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4200000
中臺科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3002994
中山醫學大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3370032
南臺科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,6765170
萬能學校財團法人萬能科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,5864400
蘭陽技術學院,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,142048
龍華科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,45000
慈惠醫護管理專科學校,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,265000
宏國學校財團法人宏國德霖科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,360000
經國管理暨健康學院,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1200000
宏國學校財團法人宏國德霖科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4199283
吳鳳學校財團法人吳鳳科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2386546
慈濟學校財團法人慈濟科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1800000
華夏學校財團法人華夏科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2400000
龍華科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4675750
開南大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4172772
聖母醫護管理專科學校,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1069200
佛光大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1800000
長庚學校財團法人長庚科技大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,1892498
財團法人真理大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,3552903
輔仁大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,140000
中國醫藥大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,119000
臺灣觀光學院,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,70000
輔仁大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,60000
中國醫藥大學,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,51000
臺灣觀光學院,109年度大專校院健康促進學校計畫補助 03--404505,一般行政,30000
中國醫藥大學,補助108年度大學招生專業化發展試辦計畫 02--404505,高等教育行政及督導,575907
大葉大學,108年度大學招生專業化發展試辦計畫 02--404505,高等教育行政及督導,599767
大同技術學院,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,1500000
大漢技術學院,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,450000
敏惠醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,1620000
龍華科技大學,依據「教育部補助大專校院招收及輔導身心障礙學生實施要點（以下簡稱本要點）」補助龍華科技大學109年第5名資源教室 06--404505,學生事務與特殊教育行政及督導,338374
義守大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,640000
佛光大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,540000
佛光大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,100000
臺北醫學大學,109特色領域研究中心計畫第1期款 06--404505,高等教育行政及督導,2400000
臺北醫學大學,109特色領域研究中心計畫第1期款 06--404505,高等教育行政及督導,8100000
朝陽科技大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,1320000
亞洲大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,524000
正修科技大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,420000
淡江大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,786060
財團法人新生醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4260000
華夏學校財團法人華夏科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4080000
樹人醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4440000
東南科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4560000
中州學校財團法人中州科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,2250000
中國科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,18630000
臺北醫學大學,智慧創新跨領域人才培育聯盟計畫 07--404505,資訊與科技教育行政及督導,1260000
實踐大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4926150
大同大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,2400000
中原大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4800000
中國醫藥大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4200000
亞洲大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,4500000
中國文化大學,109年度部分補助私立大專校院教官遇缺遞補學輔人力案（第1期） 08--404505,私立學校教學獎助,8392876
佛光大學,(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,313500
財團法人台灣首府大學,(高教深耕-附件2)109年1-7月補助大專校院原住民族學生資源中心計畫經費 03--404505,一般行政,198000
慈濟學校財團法人慈濟大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,269000
中國文化大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,420000
東吳大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,844200
龍華科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,29670000
育英醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,2850000
財團法人景文科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,10200000
修平學校財團法人修平科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,8700000
經國管理暨健康學院,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,2310000
亞東技術學院,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4560000
南開科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4320000
聖約翰科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,3930000
弘光科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,27540000
中華學校財團法人中華科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,5340000
樹德科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,18360000
台南應用科技大學(原台南科技大學991001更名),補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,5040000
財團法人明志科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,24060000
美和學校財團法人美和科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,7738976
健行學校財團法人健行科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,10336000
南亞技術學院（原桃園創新技術學院）,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,2340000
崇右影藝科技大學(原崇右技術學院),補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,2030925
慈惠醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,3090000
崑山科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,30330000
致理學校財團法人致理科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,20670000
遠東科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,17850000
嶺東科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,9090000
黎明技術學院,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,2797223
慈濟學校財團法人慈濟科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,11880000
財團法人崇仁醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,2760000
南臺科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,45616785
財團法人新生醫護管理專科學校,補助108學年度下學期發展與改進原住民技職教育計畫 01--404505,技術職業教育行政及督導,500000
吳鳳學校財團法人吳鳳科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,3690000
文藻學校財團法人文藻外語大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,16200000
長庚學校財團法人長庚科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,15450000
正修科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,40620000
東方設計大學(原東方設計學院),補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,2610000
中臺科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,8370000
僑光科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,5580000
台北海洋科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,8070000
朝陽科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,12390000
高苑科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,6540000
萬能學校財團法人萬能科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4410000
德明財經科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,11250000
財團法人耕莘健康管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,5100000
財團法人輔英科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,6660000
仁德醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,3540000
中華醫事科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4650000
宏國學校財團法人宏國德霖科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,4350000
聖母醫護管理專科學校,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,1560000
醒吾學校財團法人醒吾科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,17100000
城市學校財團法人臺北城市科技大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,5850000
嘉藥學校財團法人嘉南藥理大學,補助109年度技專校院「高等教育深耕計畫」第1期款經費 05--404505,技術職業教育行政及督導,20400000
中原大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,25000
建國科技大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,40000
大華學校財團法人大華科技大學,大華科技大學辦理「109年大專校院防制學生藥物濫用服務學習模式」方案 04--404505,學生事務與特殊教育行政及督導,40000
東吳大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,80000
樹人醫護管理專科學校,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,450000
康寧學校財團法人康寧大學,部分補助大專校院辦理帶動中小學社團發展計畫 01--404505,學生事務與特殊教育行政及督導,360000
大葉大學,補助師資培育之大學辦理109年度落實教育實習輔導工作計畫經費 03--404505,師資培育與藝術教育行政及督導,252000
